list-none-m,1,1000,1,3000,9533366,3177,60
list-none-m,2,1000,1,6000,34756663,5792,5605
list-none-m,4,1000,1,12000,155720758,12976,38451
list-none-m,8,1000,1,24000,506696878,21112,138260
list-none-m,16,1000,1,48000,1851028875,38563,524076
list-none-m,24,1000,1,72000,3882039007,53917,1041646
list-none-m,1,1000,1,3000,9419609,3139,61
list-none-m,2,1000,1,6000,35394439,5899,5871
list-none-m,4,1000,1,12000,137381781,11448,30701
list-none-m,8,1000,1,24000,481194512,20049,128446
list-none-m,16,1000,1,48000,2010205891,41879,552027
list-none-m,24,1000,1,72000,4049090704,56237,1118831
list-none-m,1,1000,1,3000,9340720,3113,61
list-none-m,2,1000,1,6000,35767157,5961,5986
list-none-m,4,1000,1,12000,151040489,12586,35027
list-none-m,8,1000,1,24000,536381194,22349,143447
list-none-m,16,1000,1,48000,1951026523,40646,555087
list-none-m,24,1000,1,72000,3950609800,54869,1125030
list-none-m,1,1000,1,3000,8759550,2919,61
list-none-m,2,1000,1,6000,35365427,5894,5902
list-none-m,4,1000,1,12000,129941028,10828,30927
list-none-m,8,1000,1,24000,520347038,21681,135699
list-none-m,16,1000,1,48000,1819248882,37901,505918
list-none-m,24,1000,1,72000,4308684064,59842,1183295
