list-none-none,1,10,1,30,69436,2314
list-none-none,1,100,1,300,97010,323
list-none-none,1,1000,1,3000,3860734,1286
list-none-none,1,10000,1,30000,690692365,23023
list-none-none,1,20000,1,60000,3841270230,64021
list-none-none,1,10,1,30,63567,2118
list-none-none,1,100,1,300,99679,332
list-none-none,1,1000,1,3000,3899629,1299
list-none-none,1,10000,1,30000,677194279,22573
list-none-none,1,20000,1,60000,3835636092,63927
list-none-none,2,1,1,6,67282,11213
list-none-none,4,1,1,12,120928,10077
list-none-none,8,1,1,24,218269,9094
list-none-none,12,1,1,36,268767,7465
list-none-none,2,10,1,60,63995,1066
list-none-none,8,10,1,240,2538346,10576
list-none-none,12,10,1,360,278440,773
list-i-none,2,1,1,6,52039,8673
list-i-none,4,1,1,12,140169,11680
list-i-none,8,1,1,24,217930,9080
list-i-none,12,1,1,36,297115,8253
list-i-none,2,2,1,12,56079,4673
list-i-none,4,2,1,24,127406,5308
list-i-none,12,2,1,72,269117,3737
list-i-none,2,4,1,24,46979,1957
list-i-none,4,4,1,48,85625,1783
list-i-none,8,4,1,96,239798,2497
list-i-none,12,4,1,144,278210,1932
list-i-none,2,8,1,48,56551,1178
list-i-none,4,8,1,96,105285,1096
list-i-none,8,8,1,192,246224,1282
list-i-none,12,8,1,288,286303,994
list-i-none,2,16,1,96,53446,556
list-i-none,4,16,1,192,97001,505
list-i-none,8,16,1,384,230142,599
list-i-none,12,16,1,576,294115,510
list-d-none,2,1,1,6,51770,8628
list-d-none,4,1,1,12,103369,8614
list-d-none,8,1,1,24,183372,7640
list-d-none,12,1,1,36,298857,8301
list-d-none,2,2,1,12,48800,4066
list-d-none,4,2,1,24,114649,4777
list-d-none,8,2,1,48,206169,4295
list-d-none,12,2,1,72,280066,3889
list-d-none,2,4,1,24,52305,2179
list-d-none,4,4,1,48,91681,1910
list-d-none,8,4,1,96,250603,2610
list-d-none,12,4,1,144,268556,1864
list-d-none,2,8,1,48,53450,1113
list-d-none,4,8,1,96,104715,1090
list-d-none,8,8,1,192,237742,1238
list-d-none,12,8,1,288,264956,919
list-d-none,2,16,1,96,52468,546
list-d-none,4,16,1,192,70711,368
list-d-none,8,16,1,384,252238,656
list-d-none,12,16,1,576,304848,529
list-d-none,2,32,1,192,63088,328
list-il-none,2,1,1,6,57829,9638
list-il-none,4,1,1,12,119884,9990
list-il-none,8,1,1,24,204392,8516
list-il-none,12,1,1,36,312167,8671
list-il-none,2,2,1,12,49646,4137
list-il-none,4,2,1,24,105096,4379
list-il-none,8,2,1,48,214112,4460
list-il-none,12,2,1,72,300140,4168
list-il-none,2,4,1,24,51920,2163
list-il-none,4,4,1,48,100315,2089
list-il-none,8,4,1,96,202893,2113
list-il-none,12,4,1,144,293490,2038
list-il-none,2,8,1,48,56427,1175
list-il-none,8,8,1,192,219279,1142
list-dl-none,2,1,1,6,52154,8692
list-dl-none,4,1,1,12,87940,7328
list-dl-none,8,1,1,24,286797,11949
Caught segfault
list-dl-none,2,2,1,12,50163,4180
Caught segfault
list-dl-none,8,2,1,48,190973,3978
list-dl-none,12,2,1,72,2531022,35153
list-dl-none,4,4,1,48,107681,2243
list-dl-none,8,4,1,96,220411,2295
Caught segfault
list-dl-none,2,8,1,48,59300,1235
list-dl-none,4,8,1,96,114651,1194
list-i-s,2,1,1,6,50444,8407
list-i-s,4,1,1,12,125494,10457
list-i-s,8,1,1,24,193825,8076
list-i-s,12,1,1,36,265964,7387
list-i-s,2,2,1,12,49327,4110
list-i-s,4,2,1,24,101604,4233
list-i-s,8,2,1,48,226182,4712
list-i-s,12,2,1,72,233750,3246
list-i-s,2,4,1,24,50953,2123
list-i-s,4,4,1,48,105428,2196
list-i-s,8,4,1,96,194899,2030
list-i-s,12,4,1,144,301164,2091
list-i-s,2,8,1,48,53324,1110
list-i-s,4,8,1,96,116193,1210
list-i-s,8,8,1,192,215357,1121
list-i-s,12,8,1,288,282479,980
list-i-s,2,16,1,96,54156,564
list-i-s,4,16,1,192,108134,563
list-i-s,8,16,1,384,242984,632
list-i-s,12,16,1,576,330326,573
list-i-s,2,32,1,192,85008,442
list-i-s,4,32,1,384,138277,360
list-i-s,8,32,1,768,4236551,5516
list-i-s,12,32,1,1152,17276141,14996
list-d-s,2,1,1,6,56509,9418
list-d-s,4,1,1,12,115934,9661
list-d-s,8,1,1,24,203615,8483
list-d-s,12,1,1,36,275148,7643
list-d-s,2,2,1,12,58927,4910
list-d-s,4,2,1,24,117130,4880
list-d-s,8,2,1,48,190594,3970
list-d-s,12,2,1,72,274397,3811
list-d-s,2,4,1,24,50133,2088
list-d-s,4,4,1,48,77603,1616
list-d-s,8,4,1,96,249072,2594
list-d-s,12,4,1,144,262778,1824
list-d-s,2,8,1,48,51810,1079
list-d-s,4,8,1,96,119199,1241
list-d-s,8,8,1,192,213266,1110
list-d-s,12,8,1,288,306973,1065
list-d-s,2,16,1,96,51814,539
list-d-s,4,16,1,192,108277,563
list-d-s,8,16,1,384,268654,699
list-d-s,12,16,1,576,304694,528
list-d-s,2,32,1,192,71327,371
list-d-s,4,32,1,384,130623,340
list-d-s,8,32,1,768,259360,337
list-d-s,12,32,1,1152,319068,276
list-il-s,2,1,1,6,51763,8627
list-il-s,4,1,1,12,100720,8393
list-il-s,8,1,1,24,223153,9298
list-il-s,12,1,1,36,308480,8568
list-il-s,2,2,1,12,51795,4316
